Site,Platform,ElementType,Label,Description,ByType,By
All,All,TextField,register_txfOverlayRegisterPassword,textfield password on form for register,xpath,"//div[contains(@class,'register-pwd-field input-wrapper')]//input[contains(@class,'input-main register-pwd')]"
All,All,Label,register_lblOverlayRegisterPasswordTitle,the password title on register overlay,xpath,"//div[contains(@class,'register-pwd-field')]/span"
All,All,Label,register_lblOverlayRegisterPasswordMdtTitle,the password mandatory label on register overlay,xpath,"//div[contains(@class,'register-pwd-field')]//span[@class='input-mandatory-label']"
All,All,TextField,register_txfOverlayRegisterConfirmPassword,textfield confirm password on form for register,xpath,"//div[contains(@class,'register-pwd-confirm-field input-wrapper')]//input[contains(@class,'input-main')]"
All,All,Label,register_lblOverlayRegisterConfirmPasswordTitle,the confirm password title on register overlay,xpath,"//div[contains(@class,'register-pwd-confirm-field')]/span"
All,All,Label,register_lblOverlayRegisterConfirmPasswordMdtTitle,the confirm password mandatory label on register overlay,xpath,"//div[contains(@class,'register-pwd-confirm-field')]//span[@class='input-mandatory-label']"
All,All,TextField,register_txfOverlayRegisterName,textfield name on form for register,xpath,"//div[contains(@class,'register-user-field input-wrapper')]//input[contains(@class,'input-main')]"
All,All,Label,register_lblOverlayRegisterNameTitle,the name title on register overlay,xpath,"//div[contains(@class,'register-user-field')]/span"
All,All,Label,register_lblOverlayRegisterNameMdtTitle,the name mandatory label on register overlay,xpath,"//div[contains(@class,'register-user-field')]//span[@class='input-mandatory-label']"
All,All,Label,register_lblOverlayRegisterNameValidTrue,the name valid true label on register overlay,xpath,"//div[contains(@class,'register-user-field')]//span[contains(@class,'icon-valid-true')]"
All,All,Label,register_lblOverlayRegisterNameValidFalse,the name valid false label on register overlay,xpath,"//div[contains(@class,'register-user-field')]span[contains(@class,'icon-valid-false')]"
All,All,Label,register_lblROverlayRegisteregisterNotify,checkbox of register notify,xpath,"//div[@class='register-notify-checkbox']/label"
All,All,CheckBox,register_chbROverlayRegisteregisterNotify,checkbox of register notify,xpath,"//div[@class='register-notify-checkbox']/input"
All,All,Button,register_btnOverlaySubmit,the submit button on register overlay,xpath,"//button[@class='submit-button register-submit']"
All,All,Link,register_lnkRegisterPolicyCondiciones,the link of register policy,xpath,"//div[@class='register-policy']//span[contains(text(),'Términos y condiciones') or contains(text(),'Terms & Conditions')]"
All,All,Link,register_lnkRegisterPolicyPrivacidad,the link of register policy,xpath,"//div[@class='register-policy']//span[contains(text(),'Aviso de privacidad') or contains(text(),'Privacy Policy')]"
All,All,TextField,register_txfOverlayToRegister,textfield login message on register form,xpath,"//div[@class='register-action']/div[@class='to-register']"
All,All,Link,register_lnkOverlayToLogin,textfield login message on register form,xpath,"//div[@class='register-action']//a[@class='to-login-link']"
All,All,TextField,register_txfOverlayRegisterNotifyMsg,textfield register notify message on register form,xpath,"//div[@class='register-notify-msg']"
All,All,Label,register_lblOverlayRegisterError,the login form error label on register overlay,xpath,"//div[@class='login-form-error']"
All,All,Label,register_lblRegisterConfirmMsg,the register confirm message,xpath,"//div[@class='registration-confirm']//h1"
All,All,Label,register_lblRegisterConfirmHeader,the register confirm message header,xpath,"//div[@class='registration-confirm-header']"
All,All,Label,register_lblRegisterConfirmContent,the register confirm content,xpath,"//div[@class='registration-confirm-content']"
mx_vns,All,Label,register_lblEmailBoxInputError,the register email box input error,xpath,"//div[@class='register-email-field input-wrapper error']"
mx_vns,All,Label,register_lblPasswordBoxInputError,the register password box input error,xpath,"//div[@class='register-pwd-field input-wrapper error']"
mx_vns,All,Label,register_lblConfirmPwdBoxInputError,the register confirm password box input error,xpath,"//div[@class='register-pwd-confirm-field input-wrapper error']"
mx_vns,All,Label,register_lblUserNameBoxInputError,the register user name box input error,xpath,"//div[@class='register-user-field input-wrapper error']"
mx_vns,All,Label,register_lblEmailBoxInputErrorIcon,the register email box input error icon,xpath,"//div[@class='register-email-field input-wrapper error']//span[@class='input-invalid-label icon-valid-false']"
mx_vns,All,Label,register_lblPasswordBoxInputErrorIcon,the register password box input error icon,xpath,"//div[@class='register-pwd-field input-wrapper error']//span[@class='input-invalid-label icon-valid-false']"
mx_vns,All,Label,register_lblConfirmPwdBoxInputErrorIcon,the register confirm password box input error icon,xpath,"//div[@class='register-pwd-confirm-field input-wrapper error']//span[@class='input-invalid-label icon-valid-false']"
mx_vns,All,Label,register_lblUserNameBoxInputErrorIcon,the register user name box input error icon,xpath,"//div[@class='register-user-field input-wrapper error']//span[@class='input-invalid-label icon-valid-false']"
mx_vns,All,TextField,register_txfEmailBoxInputErrorMsg,the register email box input error message,xpath,"//div[@class='register-email-field input-wrapper error']//div[@class='input-error-msg']"
mx_vns,All,TextField,register_txfPasswordBoxInputErrorMsg,the register password box input error message,xpath,"//div[@class='register-pwd-field input-wrapper error']//div[@class='input-error-msg']"
mx_vns,All,TextField,register_txfConfirmPwdBoxInputErrorMsg,the register confirm password box input error v,xpath,"//div[@class='register-pwd-confirm-field input-wrapper error']//div[@class='input-error-msg register-confirm-error']"
mx_vns,All,TextField,register_txfUserNameBoxInputErrorMsg,the register user name box input error message,xpath,"//div[@class='register-user-field input-wrapper error']//div[@class='input-error-msg']"
mx_vns,All,TextField,register_txfEmailBoxInputErrorMsgHide,the register email box input error message,xpath,"//div[@class='register-email-field input-wrapper error']//div[@class='input-error-msg hidden']"
mx_vns,All,TextField,register_txfPasswordBoxInputErrorMsgHide,the register password box input error message,xpath,"//div[@class='register-pwd-field input-wrapper error']//div[@class='input-error-msg hidden']"
mx_vns,All,TextField,register_txfConfirmPwdBoxInputErrorMsgHide,the register confirm password box input error v,xpath,"//div[@class='register-pwd-confirm-field input-wrapper error']//div[@class='input-error-msg register-confirm-error hidden']"
mx_vns,All,TextField,register_txfUserNameBoxInputErrorMsgHide,the register user name box input error message,xpath,"//div[@class='register-user-field input-wrapper error']//div[@class='input-error-msg hidden']"
All,All,TextField,register_txfRegisterEmailValidMarker,textfield email on form for register,xpath,"//div[contains(@class,'register-email-field input-wrapper')]//span[@class='input-valid-label icon-valid-true']"
All,All,TextField,register_txfRegisterPasswordValidMarker,textfield password on form for register,xpath,"//div[contains(@class,'register-pwd-field input-wrapper')]//span[@class='input-valid-label icon-valid-true']"
All,All,TextField,register_txfRegisterConfirmPsdValidMarker,textfield confirm password on form for register,xpath,"//div[contains(@class,'register-pwd-confirm-field input-wrapper')]//span[@class='input-valid-label icon-valid-true']"
All,All,TextField,register_txfRegisterNameValidMarker,textfield name on form for register,xpath,"//div[contains(@class,'register-user-field input-wrapper')]//span[@class='input-valid-label icon-valid-true']"
All,All,TextField,register_txfRegisterWithExistsEmailError,textfield register with exists email error,xpath,"//div[contains(@class,'register-email-field input-wrapper')]//div[@class='input-server-error-msg register-email-exist']"
